student_token,major,course,course_order,resource_type,resource_id,resource_title,resource_url,recommendation_score,student_rank,confidence,match_score,quality_score,popularity_score,model_explanation,availability_checked_at,delivery_type,availability_status,simulated_opac_code,simulated_shelf_location,primary_action,digital_access_right,priority_badge,distribution_channels
stu_def204a1d5d5fc0f,Ngân hàng,Ngân hàng trung ương,5,tiki_book,403211,Bài Tập Và Bài Giải Nghiệp Vụ Ngân Hàng Trung Ương,https://tiki.vn/sach-bai-tap-va-bai-giai-nghiep-vu-ngan-hang-trung-uong-p403211.html?spid=89424670,80.37,5,high,82.04,81.83,41.17,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,2026-06-01 09:10:43.814573+07,print_collection_or_marketplace,available_via_tiki_link,OPAC-SIM-403211,UEH Library - Suggested Shelf - Floor 3,place_hold_or_open_tiki_link,,high_priority,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_df9c7d5068e3ac98,Hệ thống hoạch định nguồn lực doanh nghiệp,Hệ thống ERP,1,ueh_repository,UEH/63276,Các nhân tố ảnh hưởng đến sự thỏa mãn của nhân viên kế toán trong việc sử dụng hệ thống hoạch định nguồn lực doanh nghiệp (ERP) ở các doanh nghiệp tại TP. Hồ Chí Minh,https://digital.lib.ueh.edu.vn/handle/UEH/63276,93.98,1,high,97.47,80.0,50.0,UEH Repository: content match + confidence + publication year + views,2026-06-01 09:10:43.814573+07,digital_repository,digital_access_granted,,,open_repository_link,student_access_allowed,high_priority,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_df9c7d5068e3ac98,Hệ thống hoạch định nguồn lực doanh nghiệp,Tích hợp hệ thống,6,tiki_book,276237667,Tích Hợp Hệ Thống Tự Động Điều Khiển Quá Trình Công Nghệ Sinh Học Và Công Nghệ Thực Phẩm,https://tiki.vn/tich-hop-he-thong-tu-dong-dieu-khien-qua-trinh-cong-nghe-sinh-hoc-va-cong-nghe-thuc-pham-p276237667.html?spid=276237668,81.75,2,high,97.83,74.57,10.29,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,2026-06-01 09:10:43.814573+07,print_collection_or_marketplace,available_via_tiki_link,OPAC-SIM-276237667,UEH Library - Suggested Shelf - Floor 3,place_hold_or_open_tiki_link,,high_priority,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_df9c7d5068e3ac98,Hệ thống hoạch định nguồn lực doanh nghiệp,Tích hợp hệ thống,6,ueh_repository,UEH/62975,Hoàn thiện hệ thống quản lý chất lượng tích hợp tại Công ty Cổ phần Mỹ phẩm Sài Gòn (SCC),https://digital.lib.ueh.edu.vn/handle/UEH/62975,57.88,3,medium,53.97,80.0,50.0,UEH Repository: content match + confidence + publication year + views,2026-06-01 09:10:43.814573+07,digital_repository,digital_access_granted,,,open_repository_link,student_access_allowed,optional,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_df9c7d5068e3ac98,Hệ thống hoạch định nguồn lực doanh nghiệp,SAP căn bản,3,ueh_repository,UEH/63148,Các nhân tố ảnh hưởng đến chất lượng thông tin kế toán tại các doanh nghiệp dịch vụ ứng dụng hệ thống hoạch định nguồn lực doanh nghiệp (ERP) trên địa bàn khu vực Đông Nam Bộ,https://digital.lib.ueh.edu.vn/handle/UEH/63148,54.18,4,medium,47.8,80.0,50.0,UEH Repository: content match + confidence + publication year + views,2026-06-01 09:10:43.814573+07,digital_repository,digital_access_granted,,,open_repository_link,student_access_allowed,optional,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_df9c7d5068e3ac98,Hệ thống hoạch định nguồn lực doanh nghiệp,Quản lý dự án CNTT,5,ueh_repository,UEH/62960,Nâng cao quản trị rủi ro các dự án đầu tư tại Ban quản lý dự án hạ tầng II – Tổng công ty Hạ tầng mạng (VNPT NET),https://digital.lib.ueh.edu.vn/handle/UEH/62960,50.08,5,medium,40.97,80.0,50.0,UEH Repository: content match + confidence + publication year + views,2026-06-01 09:10:43.814573+07,digital_repository,digital_access_granted,,,open_repository_link,student_access_allowed,optional,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_e0e758a34d59751b,Công nghệ nghệ thuật - ArtTech,Thiết kế UX/UI,5,tiki_book,198215131,"UX RESEARCH-Thấu Hiểu Người Dùng, Ung Dung Chiến Thắng",https://tiki.vn/sach-ux-research-thau-hieu-nguoi-dung-ung-dung-chien-thang-p198215131.html?spid=198215132,55.12,1,medium,32.14,94.51,73.21,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,2026-06-01 09:10:43.814573+07,print_collection_or_marketplace,available_via_tiki_link,OPAC-SIM-198215131,UEH Library - Suggested Shelf - Floor 2,place_hold_or_open_tiki_link,,optional,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_e0e758a34d59751b,Công nghệ nghệ thuật - ArtTech,Công nghệ truyền thông sáng tạo,3,tiki_book,11860704,Combo Marketing Căn Bản và Tiếp thị 4.0 - Dịch Chuyển Từ Truyền Thống Sang Công Nghệ Số ( Tặng Kèm Sổ Tay),https://tiki.vn/combo-marketing-can-ban-va-tiep-thi-4-0-dich-chuyen-tu-truyen-thong-sang-cong-nghe-so-tang-kem-so-tay-p11860704.html?spid=11860705,53.52,2,medium,36.67,88.3,55.15,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,2026-06-01 09:10:43.814573+07,print_collection_or_marketplace,available_via_tiki_link,OPAC-SIM-11860704,UEH Library - Suggested Shelf - Floor 1,place_hold_or_open_tiki_link,,optional,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_e0e758a34d59751b,Công nghệ nghệ thuật - ArtTech,Thiết kế đồ họa số,1,tiki_book,274890405,"- Nhận Diện Nghệ Thuật Đồ Họa - Để nghiên cứu , sáng tác và giảng dạy Thiết Kế Đồ Họa ( Tặng kèm sổ tay xương rồng )",https://tiki.vn/sach-nhan-dien-nghe-thuat-do-hoa-de-nghien-cuu-sang-tac-va-giang-day-thiet-ke-do-hoa-tang-kem-so-tay-xuong-rong-p274890405.html?spid=274890406,53.26,3,medium,57.58,50.0,29.01,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,2026-06-01 09:10:43.814573+07,print_collection_or_marketplace,available_via_tiki_link,OPAC-SIM-274890405,UEH Library - Suggested Shelf - Floor 1,place_hold_or_open_tiki_link,,optional,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_e0e758a34d59751b,Công nghệ nghệ thuật - ArtTech,Mỹ thuật ứng dụng,4,tiki_book,166192406,Mô Hình Đất Nền Địa Kỹ Thuật Ứng Dụng Trong Plaxis Software - Tập 1,https://tiki.vn/sach-mo-hinh-dat-nen-dia-ky-thuat-ung-dung-trong-plaxis-software-tap-1-p166192406.html?spid=177136415,48.9,4,medium,40.56,74.57,26.39,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,2026-06-01 09:10:43.814573+07,print_collection_or_marketplace,available_via_tiki_link,OPAC-SIM-166192406,UEH Library - Suggested Shelf - Floor 3,place_hold_or_open_tiki_link,,optional,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_e0e758a34d59751b,Công nghệ nghệ thuật - ArtTech,Nghệ thuật tương tác,2,tiki_book,22885082,Combo Sách Kinh Doanh Hay : Ideal Man Người Hùng Ý Tưởng + The Art Of Strategy - Nghệ Thuật Tư Duy Chiến Lược - Tặng Kèm Postcard HAPPY LIFE,https://tiki.vn/combo-sach-kinh-doanh-hay-ideal-man-nguoi-hung-y-tuong-the-art-of-strategy-nghe-thuat-tu-duy-chien-luoc-tang-kem-postcard-happy-life-p22885082.html?spid=277115113,34.11,5,low,21.36,50.0,50.0,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,2026-06-01 09:10:43.814573+07,print_collection_or_marketplace,available_via_tiki_link,OPAC-SIM-22885082,UEH Library - Suggested Shelf - Floor 1,place_hold_or_open_tiki_link,,optional,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_e62f8fd8b03586d2,Khoa học dữ liệu,Học sâu,4,tiki_book,23088719,Deep Learning - Cuộc Cách Mạng Học Sâu,https://tiki.vn/sach-deep-learning-cuoc-cach-mang-hoc-sau-p23088719.html?spid=23088720,95.89,1,high,96.27,97.2,86.6,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,2026-06-01 09:10:43.814573+07,print_collection_or_marketplace,available_via_tiki_link,OPAC-SIM-23088719,UEH Library - Suggested Shelf - Floor 3,place_hold_or_open_tiki_link,,high_priority,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_e62f8fd8b03586d2,Khoa học dữ liệu,Trực quan hóa dữ liệu,6,tiki_book,76013378,Storytelling With Data - Kể Chuyện Thông Qua Dữ Liệu (Cuốn Cẩm Nang Hướng Dẫn Trực Quan Hóa Dữ Liệu),https://tiki.vn/sach-storytelling-with-data-ke-chuyen-thong-qua-du-lieu-cuon-cam-nang-huong-dan-truc-quan-hoa-du-lieu-p76013378.html?spid=76013379,89.93,2,high,77.63,100.0,100.0,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,2026-06-01 09:10:43.814573+07,print_collection_or_marketplace,available_via_tiki_link,OPAC-SIM-76013378,UEH Library - Suggested Shelf - Floor 1,place_hold_or_open_tiki_link,,high_priority,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_e62f8fd8b03586d2,Khoa học dữ liệu,Thống kê ứng dụng,2,tiki_book,271520993,Thống Kê Ứng Dụng Trong Kinh Doanh (Kèm File CD Mềm) (KT),https://tiki.vn/thong-ke-ung-dung-trong-kinh-doanh-kem-file-cd-mem-_kt-p271520993.html?spid=271520994,85.9,3,high,100.0,77.25,28.72,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,2026-06-01 09:10:43.814573+07,print_collection_or_marketplace,available_via_tiki_link,OPAC-SIM-271520993,UEH Library - Suggested Shelf - Floor 4,place_hold_or_open_tiki_link,,high_priority,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_e62f8fd8b03586d2,Khoa học dữ liệu,Học máy,1,tiki_book,278226682,- Thiết Kế Hệ Thống Học Máy - Designing Machine Learning Systems,https://tiki.vn/sach-thiet-ke-he-thong-hoc-may-designing-machine-learning-systems-p278226682.html?spid=278226683,83.34,4,high,100.0,50.0,38.92,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,2026-06-01 09:10:43.814573+07,print_collection_or_marketplace,available_via_tiki_link,OPAC-SIM-278226682,UEH Library - Suggested Shelf - Floor 4,place_hold_or_open_tiki_link,,high_priority,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_e62f8fd8b03586d2,Khoa học dữ liệu,Học máy,1,ueh_repository,UEH/63165,Phân tích hành vi khách hàng trong lĩnh vực bán lẻ với mô hình RFM tiếp cận bằng kỹ thuật học máy không giám sát,https://digital.lib.ueh.edu.vn/handle/UEH/63165,59.82,5,medium,57.2,80.0,50.0,UEH Repository: content match + confidence + publication year + views,2026-06-01 09:10:43.814573+07,digital_repository,digital_access_granted,,,open_repository_link,student_access_allowed,optional,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_e91227d54214fb97,Bất động sản,Đầu tư bất động sản,5,ueh_repository,UEH/62706,Xây dựng các chiến lược phát triển kinh doanh giai đoạn 2020 - 2025 của Công ty Cổ phần Đầu tư Bất động sản Hưng Lộc Phát,https://digital.lib.ueh.edu.vn/handle/UEH/62706,80.07,1,high,74.29,80.0,50.0,UEH Repository: content match + confidence + publication year + views,2026-06-01 09:10:43.814573+07,digital_repository,digital_access_granted,,,open_repository_link,student_access_allowed,high_priority,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_e91227d54214fb97,Bất động sản,Luật kinh doanh bất động sản,3,tiki_book,273587041,Luật Kinh doanh bất động sản (Hiện hành),https://tiki.vn/luat-kinh-doanh-bat-dong-san-hien-hanh-sua-doi-bo-sung-nam-2020-p273587041.html?spid=273587042,75.46,2,high,76.89,74.57,31.16,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,2026-06-01 09:10:43.814573+07,print_collection_or_marketplace,available_via_tiki_link,OPAC-SIM-273587041,UEH Library - Suggested Shelf - Floor 1,place_hold_or_open_tiki_link,,recommended,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_e91227d54214fb97,Bất động sản,Đầu tư bất động sản,5,tiki_book,209431131,Đầu tư bất động sản (Tái bản 2021) - Bản Quyền,https://tiki.vn/dau-tu-bat-dong-san-tai-ban-2021-ban-quyen-p209431131.html?spid=209431132,72.56,3,high,72.35,50.0,50.0,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,2026-06-01 09:10:43.814573+07,print_collection_or_marketplace,available_via_tiki_link,OPAC-SIM-209431131,UEH Library - Suggested Shelf - Floor 4,place_hold_or_open_tiki_link,,recommended,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_e91227d54214fb97,Bất động sản,Định giá bất động sản,2,ueh_repository,UEH/62516,Ứng dụng Big Data và ai trong xây dựng và khai thác cơ sở dữ liệu quốc gia về giá bất động sản tại Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/62516,55.93,4,medium,50.72,80.0,50.0,UEH Repository: content match + confidence + publication year + views,2026-06-01 09:10:43.814573+07,digital_repository,digital_access_granted,,,open_repository_link,student_access_allowed,optional,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_e91227d54214fb97,Bất động sản,Luật kinh doanh bất động sản,3,ueh_repository,UEH/62779,Nhân tố tác động đến mức độ công bố thông tin kế toán trong mối liên hệ với năng lực cạnh tranh – Bằng chứng thực nghiệm tại các doanh nghiệp xây dựng và kinh doanh bất động sản niêm yết trên Thị trường Chứng khoán Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/62779,54.84,5,medium,48.9,80.0,50.0,UEH Repository: content match + confidence + publication year + views,2026-06-01 09:10:43.814573+07,digital_repository,digital_access_granted,,,open_repository_link,student_access_allowed,optional,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_eb436c90dbd86a6e,Kinh doanh nông nghiệp,Chuỗi cung ứng nông sản,2,ueh_repository,UEH/63977,Nghiên cứu các nhân tố ảnh hưởng đến sự phục hồi chuỗi cung ứng nông sản trong và sau đại dịch Covid- 19 tại các tỉnh Đồng bằng sông Cửu Long,https://digital.lib.ueh.edu.vn/handle/UEH/63977,95.5,1,high,100.0,80.0,50.0,UEH Repository: content match + confidence + publication year + views,2026-06-01 09:10:43.814573+07,digital_repository,digital_access_granted,,,open_repository_link,student_access_allowed,high_priority,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_eb436c90dbd86a6e,Kinh doanh nông nghiệp,Chuỗi cung ứng nông sản,2,tiki_book,1208799,Nguyên Lý Quản Trị Chuỗi Cung Ứng,https://tiki.vn/sach-nguyen-ly-quan-tri-chuoi-cung-ung-p1208799.html?spid=1208801,59.52,2,medium,35.17,97.2,90.76,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,2026-06-01 09:10:43.814573+07,print_collection_or_marketplace,available_via_tiki_link,OPAC-SIM-1208799,UEH Library - Suggested Shelf - Floor 4,place_hold_or_open_tiki_link,,optional,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_eb436c90dbd86a6e,Kinh doanh nông nghiệp,Kinh tế nông nghiệp,1,ueh_repository,UEH/62812,"Đánh giá các yếu tố ảnh hưởng đến hiệu quả hoạt động của hợp tác xã nông nghiệp trên địa bàn huyện Phú Tân, tỉnh An Giang",https://digital.lib.ueh.edu.vn/handle/UEH/62812,44.73,3,medium,32.05,80.0,50.0,UEH Repository: content match + confidence + publication year + views,2026-06-01 09:10:43.814573+07,digital_repository,digital_access_granted,,,open_repository_link,student_access_allowed,optional,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_eb436c90dbd86a6e,Kinh doanh nông nghiệp,Marketing nông sản,3,ueh_repository,UEH/62978,"Mối quan hệ giữa hỗ trợ xuất khẩu của chính phủ, nhận thức động cơ xuất khẩu, nhận thức rào cản xuất khẩu và kết quả hoạt động xuất khẩu nông sản của các doanh nghiệp nhỏ và vừa tại Việt Nam sang thị trường Asean+3",https://digital.lib.ueh.edu.vn/handle/UEH/62978,43.91,4,medium,30.69,80.0,50.0,UEH Repository: content match + confidence + publication year + views,2026-06-01 09:10:43.814573+07,digital_repository,digital_access_granted,,,open_repository_link,student_access_allowed,optional,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_eb436c90dbd86a6e,Kinh doanh nông nghiệp,Chính sách nông nghiệp,5,ueh_repository,UEH/62737,Hạn chế rủi ro tín dụng cho vay tiêu dùng tại Ngân hàng Nông nghiệp và phát triển Nông thôn Việt Nam – chi nhánh Thành phố Sóc Trăng,https://digital.lib.ueh.edu.vn/handle/UEH/62737,43.14,5,medium,29.4,80.0,50.0,UEH Repository: content match + confidence + publication year + views,2026-06-01 09:10:43.814573+07,digital_repository,digital_access_granted,,,open_repository_link,student_access_allowed,optional,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_ecb87d4b6686e838,Toán tài chính,Toán tài chính ứng dụng,1,tiki_book,190743209,Toán tài chính ứng dụng,https://tiki.vn/toan-tai-chinh-ung-dung-p190743209.html?spid=190743210,86.85,1,high,93.38,85.2,47.0,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,2026-06-01 09:10:43.814573+07,print_collection_or_marketplace,available_via_tiki_link,OPAC-SIM-190743209,UEH Library - Suggested Shelf - Floor 1,place_hold_or_open_tiki_link,,high_priority,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_ecb87d4b6686e838,Toán tài chính,Xác suất và thống kê,2,tiki_book,270847837,Xác Suất Thống Kê (Dùng cho sinh viên các trường Kỹ Thuật và Công Nghệ),https://tiki.vn/xac-suat-thong-ke-dung-cho-sinh-vien-cac-truong-ky-thuat-va-cong-nghe-tai-ban-lan-thu-tu-nam-2023-p270847837.html?spid=270847838,82.5,2,high,94.0,77.25,34.08,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,2026-06-01 09:10:43.814573+07,print_collection_or_marketplace,available_via_tiki_link,OPAC-SIM-270847837,UEH Library - Suggested Shelf - Floor 4,place_hold_or_open_tiki_link,,high_priority,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_ecb87d4b6686e838,Toán tài chính,Quản lý rủi ro định lượng,5,tiki_book,196280121,HBR Onpoint 2021: Quản Lý Rủi Ro (Tái Bản 2022),https://tiki.vn/hbr-onpoint-2021-quan-ly-rui-ro-tai-ban-2022-p196280121.html?spid=197410266,52.17,3,medium,39.01,80.04,47.39,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,2026-06-01 09:10:43.814573+07,print_collection_or_marketplace,available_via_tiki_link,OPAC-SIM-196280121,UEH Library - Suggested Shelf - Floor 2,place_hold_or_open_tiki_link,,optional,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_ecb87d4b6686e838,Toán tài chính,Quản lý rủi ro định lượng,5,ueh_repository,UEH/63322,Quản lý rủi ro tỷ giá trong hoạt kinh doanh ngoại hối tại Ngân hàng Thương mại Cổ phần Ngoại Thương Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/63322,51.65,4,medium,43.59,80.0,50.0,UEH Repository: content match + confidence + publication year + views,2026-06-01 09:10:43.814573+07,digital_repository,digital_access_granted,,,open_repository_link,student_access_allowed,optional,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_ecb87d4b6686e838,Toán tài chính,Mô hình tài chính,6,ueh_repository,UEH/63535,Phân tích các nhân tố tác động đến hiệu quả chuỗi cung ứng – Nghiên cứu mô hình tại Công ty Cổ phần Acecook Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/63535,45.77,5,medium,33.79,80.0,50.0,UEH Repository: content match + confidence + publication year + views,2026-06-01 09:10:43.814573+07,digital_repository,digital_access_granted,,,open_repository_link,student_access_allowed,optional,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_ed85beccbc9927be,Công nghệ và đổi mới sáng tạo,Tư duy thiết kế,1,ueh_repository,UEH/62528,Áp dụng của tư duy thiết kế vào chuyển đổi số: lý thuyết và bài học thực tiễn,https://digital.lib.ueh.edu.vn/handle/UEH/62528,95.5,1,high,100.0,80.0,50.0,UEH Repository: content match + confidence + publication year + views,2026-06-01 09:10:43.814573+07,digital_repository,digital_access_granted,,,open_repository_link,student_access_allowed,high_priority,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_ed85beccbc9927be,Công nghệ và đổi mới sáng tạo,Tư duy thiết kế,1,tiki_book,241791153,Bộ Công Cụ Tư Duy Thiết Kế,https://tiki.vn/sach-bo-cong-cu-tu-duy-thiet-ke-p241791153.html?spid=241791154,89.93,2,high,100.0,83.72,49.15,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,2026-06-01 09:10:43.814573+07,print_collection_or_marketplace,available_via_tiki_link,OPAC-SIM-241791153,UEH Library - Suggested Shelf - Floor 3,place_hold_or_open_tiki_link,,high_priority,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_ed85beccbc9927be,Công nghệ và đổi mới sáng tạo,Khởi nghiệp công nghệ,3,tiki_book,260922789,"Khởi nghiệp công nghệ – Máu Bẩn (Bad Blood - Ảo tưởng, tham vọng, bí mật & sự dối trá trong vụ lừa đảo lớn nhất...)",https://tiki.vn/khoi-nghiep-cong-nghe-mau-ban-bad-blood-ao-tuong-tham-vong-bi-mat-su-doi-tra-trong-vu-lua-dao-lon-nhat-p260922789.html?spid=263589411,80.02,3,high,98.11,50.0,22.46,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,2026-06-01 09:10:43.814573+07,print_collection_or_marketplace,available_via_tiki_link,OPAC-SIM-260922789,UEH Library - Suggested Shelf - Floor 1,place_hold_or_open_tiki_link,,high_priority,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_ed85beccbc9927be,Công nghệ và đổi mới sáng tạo,Phát triển sản phẩm số,5,ueh_repository,UEH/61691,Giải pháp nâng cao sự thành công của các dự án nghiên cứu và phát triển sản phẩm mới trường hợp Công ty Cổ phần Marico South East Asia,https://digital.lib.ueh.edu.vn/handle/UEH/61691,73.96,4,high,64.1,80.0,50.0,UEH Repository: content match + confidence + publication year + views,2026-06-01 09:10:43.814573+07,digital_repository,digital_access_granted,,,open_repository_link,student_access_allowed,recommended,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_ed85beccbc9927be,Công nghệ và đổi mới sáng tạo,Quản lý đổi mới sáng tạo,2,tiki_book,5503097,Harvard Business Review - On Innovation - Đổi Mới Sáng Tạo,https://tiki.vn/sach-harvard-business-review-on-innovation-doi-moi-sang-tao-p5503097.html?spid=5503099,58.1,5,medium,43.24,79.78,74.52,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,2026-06-01 09:10:43.814573+07,print_collection_or_marketplace,available_via_tiki_link,OPAC-SIM-5503097,UEH Library - Suggested Shelf - Floor 1,place_hold_or_open_tiki_link,,optional,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_f219c388dc429f57,Kinh tế đầu tư,Thẩm định dự án,3,tiki_book,277392524,- Quản Lý Dự Án Xây Dựng - Lập Và Thẩm Định Dự Án - TS. Bùi Ngọc Toàn - NXB Xây Dựng,https://tiki.vn/sach-quan-ly-du-an-xay-dung-lap-va-tham-dinh-du-an-ts-bui-ngoc-toan-nxb-xay-dung-p277392524.html?spid=279333156,84.13,1,high,98.06,50.0,50.0,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,2026-06-01 09:10:43.814573+07,print_collection_or_marketplace,available_via_tiki_link,OPAC-SIM-277392524,UEH Library - Suggested Shelf - Floor 1,place_hold_or_open_tiki_link,,high_priority,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_f219c388dc429f57,Kinh tế đầu tư,Rủi ro trong đầu tư,5,tiki_book,202217457,THE LITTLE BOOK - Quản trị rủi ro trong đầu tư chứng khoán,https://tiki.vn/the-little-book-quan-tri-rui-ro-trong-dau-tu-chung-khoan-p202217457.html?spid=202217458,71.18,2,high,73.37,50.0,37.76,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,2026-06-01 09:10:43.814573+07,print_collection_or_marketplace,available_via_tiki_link,OPAC-SIM-202217457,UEH Library - Suggested Shelf - Floor 4,place_hold_or_open_tiki_link,,recommended,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_f219c388dc429f57,Kinh tế đầu tư,Chính sách đầu tư,6,tiki_book,36827338,Chiến Lược Đầu Tư Chứng Khoán (Tái Bản 2018) [Sách Tài Chính & Đầu Tư / Tặng Kèm Postcard Greenlife],https://tiki.vn/chien-luoc-dau-tu-chung-khoan-tai-ban-2018-sach-tai-chinh-dau-tu-tang-kem-postcard-greenlife-p36827338.html?spid=36827339,52.63,3,medium,44.24,80.62,34.16,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,2026-06-01 09:10:43.814573+07,print_collection_or_marketplace,available_via_tiki_link,OPAC-SIM-36827338,UEH Library - Suggested Shelf - Floor 2,place_hold_or_open_tiki_link,,optional,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_f219c388dc429f57,Kinh tế đầu tư,Thẩm định dự án,3,ueh_repository,UEH/61235,Giải pháp nâng cao chất lượng thẩm định tín dụng khách hàng cá nhân tại Ngân hàng Thương mại Cổ phần Tiên Phong - Khu vực phía Nam,https://digital.lib.ueh.edu.vn/handle/UEH/61235,50.61,4,medium,41.85,80.0,50.0,UEH Repository: content match + confidence + publication year + views,2026-06-01 09:10:43.814573+07,digital_repository,digital_access_granted,,,open_repository_link,student_access_allowed,optional,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_f219c388dc429f57,Kinh tế đầu tư,Phân tích dự án đầu tư,1,tiki_book,63822864,Phân tích kinh tế - kỹ thuật các dự án đầu tư xây dựng,https://tiki.vn/sach-phan-tich-kinh-te-ky-thuat-cac-du-an-dau-tu-xay-dung-p63822864.html?spid=111196672,50.47,5,medium,38.74,77.82,39.12,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,2026-06-01 09:10:43.814573+07,print_collection_or_marketplace,available_via_tiki_link,OPAC-SIM-63822864,UEH Library - Suggested Shelf - Floor 3,place_hold_or_open_tiki_link,,optional,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_f384158fe8a6d230,Marketing,Marketing dịch vụ,5,ueh_repository,UEH/63123,Giải pháp hoàn thiện marketing dịch vụ ngân hàng bán lẻ tại Ngân hàng Thương Mại Cổ Phần Công Thương Việt Nam – CN 10 TP. HCM,https://digital.lib.ueh.edu.vn/handle/UEH/63123,95.5,1,high,100.0,80.0,50.0,UEH Repository: content match + confidence + publication year + views,2026-06-01 09:10:43.814573+07,digital_repository,digital_access_granted,,,open_repository_link,student_access_allowed,high_priority,mobile_app; web_portal; email_digest; opac_terminal_widget
stu_f384158fe8a6d230,Marketing,Marketing dịch vụ,5,tiki_book,279406046,Giáo Trình Marketing Dịch Vụ Tài Chính Ngân Hàng - TS. Phạm Thu Thuỷ - Học Viện Ngân Hàng,https://tiki.vn/sach-giao-trinh-marketing-dich-vu-tai-chinh-ngan-hang-ts-pham-thu-thuy-hoc-vien-ngan-hang-p279406046.html?spid=279406047,85.0,2,high,100.0,50.0,50.0,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,2026-06-01 09:10:43.814573+07,print_collection_or_marketplace,available_via_tiki_link,OPAC-SIM-279406046,UEH Library - Suggested Shelf - Floor 1,place_hold_or_open_tiki_link,,high_priority,mobile_app; web_portal; email_digest; opac_terminal_widget
