student_token,major,rank,resource_type,resource_id,resource_title,resource_url,als_score
stu_1982f424c4d060b5,Quản lý công,7,ueh_repository,REPO_UEH_62646,Các nhân tố ảnh hưởng đến tính minh bạch của thông tin trên báo cáo tài chính của các công ty niêm yết có vốn đầu tư nước ngoài trên Sàn Giao dịch Chứng khoán TP. HCM,https://digital.lib.ueh.edu.vn/handle/UEH/62646,0.8489
stu_1982f424c4d060b5,Quản lý công,8,ueh_repository,REPO_UEH_61090,Nâng cao chất lượng dịch vụ công nghệ thông tin của Trung tâm Phần mềm Viettel 1 - chi nhánh Tập đoàn Công nghiệp - Viễn thông Quân đội,https://digital.lib.ueh.edu.vn/handle/UEH/61090,0.8323
stu_1982f424c4d060b5,Quản lý công,9,ueh_repository,REPO_UEH_63321,Nghiên cứu sự ảnh hưởng của các áp lực công việc đối với hành vi bán hàng phi đạo đức trường hợp ngành bảo hiểm nhân thọ tại Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/63321,0.8208
stu_1982f424c4d060b5,Quản lý công,10,ueh_repository,REPO_UEH_61149,Áp dụng mô hình tam giác gian lận trong vấn đề đạo đức nghề nghiệp của kiểm toán viên Nhà nước,https://digital.lib.ueh.edu.vn/handle/UEH/61149,0.7866
stu_1989de4e291d51c0,Quản lý công,1,tiki_book,TIKI_168780451,"Thị Trường, Nhà Nước Và Người Dân: Kinh Tế Học Về Chính Sách Công",https://tiki.vn/thi-truong-nha-nuoc-va-nguoi-dan-kinh-te-hoc-ve-chinh-sach-cong-p168780451.html?spid=168780452,0.8747
stu_1989de4e291d51c0,Quản lý công,2,tiki_book,TIKI_277165601,CFO Quản Trị Tài Chính Công Ty Cổ Phần,https://tiki.vn/cfo-quan-tri-tai-chinh-cong-ty-co-phan-p277165601.html?spid=277165602,0.8705
stu_1989de4e291d51c0,Quản lý công,3,ueh_repository,REPO_UEH_61534,"Nghiên cứu các yếu tố ảnh hưởng đến sự hài lòng của người dân đối với dịch vụ hành chính công tại Uỷ ban nhân dân phường Tân Quy, Quận 7, Thành phố Hồ Chí Minh",https://digital.lib.ueh.edu.vn/handle/UEH/61534,0.8702
stu_1989de4e291d51c0,Quản lý công,4,ueh_repository,REPO_UEH_62794,Thực hiện tiết kiệm chi kinh phí quản lý hành chính tại Sở Tài chính tỉnh Bà Rịa - Vũng Tàu,https://digital.lib.ueh.edu.vn/handle/UEH/62794,0.8508
stu_1989de4e291d51c0,Quản lý công,5,tiki_book,TIKI_533036,Đạo Đức Nghề Nghiệp Của Kiểm Toán Viên Độc Lập,https://tiki.vn/sach-dao-duc-nghe-nghiep-cua-kiem-toan-vien-doc-lap-p533036.html?spid=89424691,0.8288
stu_1989de4e291d51c0,Quản lý công,6,tiki_book,TIKI_94851869,"Nghiệp Vụ Dành Cho Kế Toán Kiểm Toán Nội Bộ Chuẩn Mực, Nguyên Tắc Đạo Đức Nghề Nghiệp Và Quy Chế Kiểm Toán Nội Bộ Trong Các Cơ Quan Nhà Nước, Đơn Vị Sự Nghiệp Công Lập Và Doanh Nghiệp",https://tiki.vn/sach-nghiep-vu-danh-cho-ke-toan-kiem-toan-noi-bo-chuan-muc-nguyen-tac-dao-duc-nghe-nghiep-va-quy-che-kiem-toan-noi-bo-trong-cac-co-quan-nha-nuoc-don-vi-su-nghiep-cong-lap-va-doanh-nghiep-p94851869.html?spid=94851870,0.821
stu_1989de4e291d51c0,Quản lý công,7,ueh_repository,REPO_UEH_62646,Các nhân tố ảnh hưởng đến tính minh bạch của thông tin trên báo cáo tài chính của các công ty niêm yết có vốn đầu tư nước ngoài trên Sàn Giao dịch Chứng khoán TP. HCM,https://digital.lib.ueh.edu.vn/handle/UEH/62646,0.8157
stu_1989de4e291d51c0,Quản lý công,8,ueh_repository,REPO_UEH_61090,Nâng cao chất lượng dịch vụ công nghệ thông tin của Trung tâm Phần mềm Viettel 1 - chi nhánh Tập đoàn Công nghiệp - Viễn thông Quân đội,https://digital.lib.ueh.edu.vn/handle/UEH/61090,0.7997
stu_1989de4e291d51c0,Quản lý công,9,ueh_repository,REPO_UEH_63321,Nghiên cứu sự ảnh hưởng của các áp lực công việc đối với hành vi bán hàng phi đạo đức trường hợp ngành bảo hiểm nhân thọ tại Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/63321,0.7886
stu_1989de4e291d51c0,Quản lý công,10,tiki_book,TIKI_201855074,405 Tình huống kế toán tài chính (Tái bản lần 3),https://tiki.vn/405-tinh-huong-ke-toan-tai-chinh-tai-ban-lan-3-p201855074.html?spid=201855075,0.7557
stu_19c895a7311478bc,Công nghệ Marketing,1,tiki_book,TIKI_279085060,"Quy định pháp luật về xử phạt vi phạm trong hoạt động thương mại, sản xuất, buôn bán hàng giả, hàng cấm và bảo vệ quyền lợi người tiêu dùng",https://tiki.vn/quy-dinh-phap-luat-ve-xu-phat-vi-pham-trong-hoat-dong-thuong-mai-san-xuat-buon-ban-hang-gia-hang-cam-va-bao-ve-quyen-loi-nguoi-tieu-dung-p279085060.html?spid=279085062,0.926
stu_19c895a7311478bc,Công nghệ Marketing,2,ueh_repository,REPO_UEH_61412,Nghiên cứu hành vi mua sắm trực tuyến của người tiêu dùng tại TP. Hồ Chí Minh ngành hàng thời trang,https://digital.lib.ueh.edu.vn/handle/UEH/61412,0.904
stu_19c895a7311478bc,Công nghệ Marketing,3,tiki_book,TIKI_42531744,Combo Sách : Learn Branding - Xây Dựng Thương Hiệu Tinh Gọn + Quản Trị Thương Hiệu Trực Tuyến,https://tiki.vn/combo-sach-learn-branding-xay-dung-thuong-hieu-tinh-gon-quan-tri-thuong-hieu-truc-tuyen-p42531744.html?spid=121366049,0.8911
stu_19c895a7311478bc,Công nghệ Marketing,4,ueh_repository,REPO_UEH_62453,Giải pháp nâng cao giá trị thương hiệu Bia Việt của Công ty TNHH Nhà máy Bia Heineken Việt Nam giai đoạn 2021 - 2025,https://digital.lib.ueh.edu.vn/handle/UEH/62453,0.868
stu_19c895a7311478bc,Công nghệ Marketing,5,tiki_book,TIKI_257847632,Digital Marketing thực chiến,https://tiki.vn/sach-digital-marketing-thuc-chien-p257847632.html?spid=257847633,0.8617
stu_19c895a7311478bc,Công nghệ Marketing,6,ueh_repository,REPO_UEH_61563,Lack of digital marketing staff at Mobifone Service Company Region 8,https://digital.lib.ueh.edu.vn/handle/UEH/61563,0.8546
stu_19c895a7311478bc,Công nghệ Marketing,7,ueh_repository,REPO_UEH_63127,Nghiên cứu ảnh hưởng của nhận định giá trị các hoạt động Marketing nội dung trên Mạng xã hội đến đánh giá trải nghiệm và lòng trung thành thương hiệu của khách hàng,https://digital.lib.ueh.edu.vn/handle/UEH/63127,0.8469
stu_19c895a7311478bc,Công nghệ Marketing,8,tiki_book,TIKI_143947061,Combo Content Marketing: ( Content bạc tỷ + Content Marketing trong kỷ nguyên 4.0),https://tiki.vn/combo-content-marketing-content-bac-ty-content-marketing-trong-ky-nguyen-4-0-p143947061.html?spid=143947062,0.7951
stu_19c895a7311478bc,Công nghệ Marketing,9,ueh_repository,REPO_UEH_63123,Giải pháp hoàn thiện marketing dịch vụ ngân hàng bán lẻ tại Ngân hàng Thương Mại Cổ Phần Công Thương Việt Nam – CN 10 TP. HCM,https://digital.lib.ueh.edu.vn/handle/UEH/63123,0.7655
stu_19c895a7311478bc,Công nghệ Marketing,10,tiki_book,TIKI_68554548,Quản Trị Marketing,https://tiki.vn/quan-tri-marketing-p68554548.html?spid=160793031,0.7525
stu_19eb3c058267c278,Đầu tư tài chính,1,tiki_book,TIKI_531592,Thị Trường Tài Chính,https://tiki.vn/sach-thi-truong-tai-chinh-p531592.html?spid=89424628,0.9422
stu_19eb3c058267c278,Đầu tư tài chính,2,tiki_book,TIKI_77339644,Phân tích kỹ thuật trong thị trường tài chính,https://tiki.vn/phan-tich-ky-thuat-trong-thi-truong-tai-chinh-p77339644.html?spid=84882958,0.9355
stu_19eb3c058267c278,Đầu tư tài chính,3,ueh_repository,REPO_UEH_62540,Ứng dụng công nghệ trí tuệ nhân tạo trong dịch vụ tài chính tại thị trường tài chính Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/62540,0.9048
stu_19eb3c058267c278,Đầu tư tài chính,4,ueh_repository,REPO_UEH_63165,Phân tích hành vi khách hàng trong lĩnh vực bán lẻ với mô hình RFM tiếp cận bằng kỹ thuật học máy không giám sát,https://digital.lib.ueh.edu.vn/handle/UEH/63165,0.8891
stu_19eb3c058267c278,Đầu tư tài chính,5,ueh_repository,REPO_UEH_62544,Ảnh hưởng của các yếu tố tài chính hành vi suy nghiệm đến hiệu suất đầu tư của nhà đầu tư cá nhân trên thị trường chứng khoán Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/62544,0.8855
stu_19eb3c058267c278,Đầu tư tài chính,6,tiki_book,TIKI_277413581,Định Giá Doanh Nghiệp Và Tài Sản - Ứng Dụng Trong Đầu Tư Tài Chính,https://tiki.vn/dinh-gia-doanh-nghiep-va-tai-san-ung-dung-trong-dau-tu-tai-chinh-p277413581.html?spid=277413582,0.8779
stu_19eb3c058267c278,Đầu tư tài chính,7,tiki_book,TIKI_279336919,- Kỹ Thuật Phân Tích Đầu Tư Chứng Khoán (Tái Bản 2026),https://tiki.vn/sach-ky-thuat-phan-tich-dau-tu-chung-khoan-tai-ban-2026-p279336919.html?spid=279336920,0.8746
stu_19eb3c058267c278,Đầu tư tài chính,8,tiki_book,TIKI_276290847,Đầu Tư Vào Vàng - Khoản Đầu Tư Tuyệt Đối An Toàn Thiết Yếu Cho Mọi Danh Mục Đầu Tư (Tái Bản 2024),https://tiki.vn/dau-tu-vao-vang-khoan-dau-tu-tuyet-doi-an-toan-thiet-yeu-cho-moi-danh-muc-dau-tu-tai-ban-2024-p276290847.html?spid=276427763,0.8387
stu_19eb3c058267c278,Đầu tư tài chính,9,ueh_repository,REPO_UEH_61422,Quản trị rủi ro danh mục tín dụng tại Ngân hàng thương mại cổ phần Đầu tư và phát Triển Việt Nam – Chi nhánh Bến Tre,https://digital.lib.ueh.edu.vn/handle/UEH/61422,0.8092
stu_19eb3c058267c278,Đầu tư tài chính,10,ueh_repository,REPO_UEH_61081,Đáp ứng kỳ vọng của nhà đầu tư thông qua hoạt động thuê tài sản tại Công ty Cổ phần Đầu tư Xây dựng Nam Nguyên,https://digital.lib.ueh.edu.vn/handle/UEH/61081,0.7886
stu_1a0dc36f3df6c810,Công nghệ thông tin,1,tiki_book,TIKI_279233260,Hiểu Về Trí Tuệ Nhân Tạo - AI,https://tiki.vn/sach-hieu-ve-tri-tue-nhan-tao-ai-p279233260.html?spid=279233261,1.0011
stu_1a0dc36f3df6c810,Công nghệ thông tin,2,ueh_repository,REPO_UEH_62540,Ứng dụng công nghệ trí tuệ nhân tạo trong dịch vụ tài chính tại thị trường tài chính Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/62540,0.977
stu_1a0dc36f3df6c810,Công nghệ thông tin,3,ueh_repository,REPO_UEH_62539,Định vị hệ thống ngân hàng Việt Nam trong kỷ nguyên chuyển đổi số,https://digital.lib.ueh.edu.vn/handle/UEH/62539,0.8836
stu_1a0dc36f3df6c810,Công nghệ thông tin,4,tiki_book,TIKI_273585809,Công Nghệ Thông Tin- Giáo Trình C++ Và Lập Trình Hướng Đối Tượng,https://tiki.vn/sach-cong-nghe-thong-tin-giao-trinh-c-va-lap-trinh-huong-doi-tuong-p273585809.html?spid=277460817,0.8833
stu_1a0dc36f3df6c810,Công nghệ thông tin,5,tiki_book,TIKI_279380903,Giáo trình Thị giác máy tính,https://tiki.vn/giao-trinh-thi-giac-may-tinh-p279380903.html?spid=279380904,0.8397
stu_1a0dc36f3df6c810,Công nghệ thông tin,6,tiki_book,TIKI_271997519,Giáo Trình Mạng Máy Tính Và Truyền Thông - TS. Phan Thanh Đức,https://tiki.vn/giao-trinh-mang-may-tinh-va-truyen-thong-ts-phan-thanh-duc-p271997519.html?spid=271997520,0.8306
stu_1a0dc36f3df6c810,Công nghệ thông tin,7,tiki_book,TIKI_5929511,Cố Định Một Đám Mây,https://tiki.vn/sach-co-dinh-mot-dam-may-p5929511.html?spid=5929513,0.8264
stu_1a0dc36f3df6c810,Công nghệ thông tin,8,ueh_repository,REPO_UEH_63406,Các nhân tố ảnh hưởng đến nhu cầu sử dụng dịch vụ kế toán của các doanh nghiệp dùng kế toán đám mây trên địa bàn TP. Hồ Chí Minh,https://digital.lib.ueh.edu.vn/handle/UEH/63406,0.7813
stu_1a0dc36f3df6c810,Công nghệ thông tin,9,tiki_book,TIKI_7164855,Cơ Sở Dữ Liệu Quan Hệ & Ứng Dụng,https://tiki.vn/sach-co-so-du-lieu-quan-he-ung-dung-p7164855.html?spid=188782912,0.7584
stu_1a0dc36f3df6c810,Công nghệ thông tin,10,tiki_book,TIKI_276237667,Tích Hợp Hệ Thống Tự Động Điều Khiển Quá Trình Công Nghệ Sinh Học Và Công Nghệ Thực Phẩm,https://tiki.vn/tich-hop-he-thong-tu-dong-dieu-khien-qua-trinh-cong-nghe-sinh-hoc-va-cong-nghe-thuc-pham-p276237667.html?spid=276237668,0.7482
stu_1a23f3ab54b4392b,Công nghệ Tài chính,1,ueh_repository,REPO_UEH_62541,Xây dựng thị trường chứng khoán phi tập trung dựa trên công nghệ Blockchain,https://digital.lib.ueh.edu.vn/handle/UEH/62541,0.875
stu_1a23f3ab54b4392b,Công nghệ Tài chính,2,tiki_book,TIKI_269955449,- Giáo trình cấu trúc dữ liệu và giải thuật,https://tiki.vn/sach-giao-trinh-cau-truc-du-lieu-va-giai-thuat-p269955449.html?spid=269955450,0.8596
stu_1a23f3ab54b4392b,Công nghệ Tài chính,3,tiki_book,TIKI_5563321,"Bùng Nổ Bitcoin - Công Nghệ Blockchain, Fintech 4.0 hay Bong Bóng?",https://tiki.vn/bung-no-bitcoin-cong-nghe-blockchain-fintech-4-0-hay-bong-bong-p5563321.html?spid=20485533,0.854
stu_1a23f3ab54b4392b,Công nghệ Tài chính,4,ueh_repository,REPO_UEH_62540,Ứng dụng công nghệ trí tuệ nhân tạo trong dịch vụ tài chính tại thị trường tài chính Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/62540,0.8368
stu_1a23f3ab54b4392b,Công nghệ Tài chính,5,tiki_book,TIKI_202028583,Phân Tích Dữ Liệu Với R (Tái Bản 2022),https://tiki.vn/sach-phan-tich-du-lieu-voi-r-tai-ban-2022-p202028583.html?spid=247795504,0.8317
stu_1a23f3ab54b4392b,Công nghệ Tài chính,6,tiki_book,TIKI_279233260,Hiểu Về Trí Tuệ Nhân Tạo - AI,https://tiki.vn/sach-hieu-ve-tri-tue-nhan-tao-ai-p279233260.html?spid=279233261,0.826
stu_1a23f3ab54b4392b,Công nghệ Tài chính,7,ueh_repository,REPO_UEH_61159,Quản lý rủi ro tác nghiệp đối với hoạt động tín dụng tại Ngân hàng TMCP Công thương Việt Nam chi nhánh Cần Thơ,https://digital.lib.ueh.edu.vn/handle/UEH/61159,0.8155
stu_1a23f3ab54b4392b,Công nghệ Tài chính,8,tiki_book,TIKI_277181136,Quản lý rủi ro nợ công ở Nhật Bản,https://tiki.vn/quan-ly-rui-ro-no-cong-o-nhat-ban-p277181136.html?spid=277181137,0.7973
stu_1a23f3ab54b4392b,Công nghệ Tài chính,9,tiki_book,TIKI_2287441,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,https://tiki.vn/sach-fintech-4-0-nhung-dien-hinh-thanh-cong-trong-cuoc-cach-mang-cong-nghe-tai-chinh-p2287441.html?spid=2287663,0.7735
stu_1a23f3ab54b4392b,Công nghệ Tài chính,10,ueh_repository,REPO_UEH_62533,Rủi ro an ninh mạng trong hoạt động ngân hàng số: trường hợp Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/62533,0.7403
stu_1a3ea1bfda929f5c,Kinh doanh quốc tế,1,ueh_repository,REPO_UEH_63972,Bảo vệ sức khỏe và phát triển thương mại quốc tế qua các tranh luận pháp lý về tính cần thiết và căn cứ khoa học trong biện pháp vệ sinh dịch tễ,https://digital.lib.ueh.edu.vn/handle/UEH/63972,0.9623
stu_1a3ea1bfda929f5c,Kinh doanh quốc tế,2,tiki_book,TIKI_243732948,"Giáo trình Tín dụng và thanh toán thương mại quốc tế (Tái bản lần thứ tư, có sửa chữa bổ sung)",https://tiki.vn/giao-trinh-tin-dung-va-thanh-toan-thuong-mai-quoc-te-tai-ban-lan-thu-tu-co-sua-chua-bo-sung-p243732948.html?spid=243732949,0.8751
stu_1a3ea1bfda929f5c,Kinh doanh quốc tế,3,tiki_book,TIKI_447075,Soạn Thảo Và Dịch Hợp Đồng Thương Mại Quốc Tế (Tái Bản),https://tiki.vn/sach-soan-thao-va-dich-hop-dong-thuong-mai-quoc-te-tai-ban-p447075.html?spid=153807,0.8585
stu_1a3ea1bfda929f5c,Kinh doanh quốc tế,4,ueh_repository,REPO_UEH_62432,Chuyển đổi báo cáo tài chính từ chuẩn mực kế toán Việt Nam sang chuẩn mực báo cáo tài chính quốc tế - Nghiên cứu tại Công ty Cổ phần Khu công Nnghiệp Nam Tân Uyên,https://digital.lib.ueh.edu.vn/handle/UEH/62432,0.8411
stu_1a3ea1bfda929f5c,Kinh doanh quốc tế,5,tiki_book,TIKI_276353637,- Giáo Trình Đàm Phán Quốc Tế (Tái Bản lần Thứ Nhất),https://tiki.vn/sach-giao-trinh-dam-phan-quoc-te-tai-ban-lan-thu-nhat-p276353637.html?spid=279339383,0.7978
stu_1a3ea1bfda929f5c,Kinh doanh quốc tế,6,tiki_book,TIKI_273136011,Giáo Trình Cao Học - Quản Trị Kinh Doanh Quốc Tế_KT,https://tiki.vn/giao-trinh-cao-hoc-quan-tri-kinh-doanh-quoc-te_kt-p273136011.html?spid=273136012,0.7501
stu_1a3ea1bfda929f5c,Kinh doanh quốc tế,7,tiki_book,TIKI_197857892,Tài Chính Quốc Tế,https://tiki.vn/tai-chinh-quoc-te-p197857892.html?spid=197857893,0.736
stu_1a3ea1bfda929f5c,Kinh doanh quốc tế,8,ueh_repository,REPO_UEH_62140,Giải pháp nâng cao chất lượng dịch vụ tín dụng tại Ngân hàng Thương mại Cổ phần Quốc tế Việt Nam – chi nhánh Thành Đô,https://digital.lib.ueh.edu.vn/handle/UEH/62140,0.7282
stu_1a3ea1bfda929f5c,Kinh doanh quốc tế,9,tiki_book,TIKI_273744608,Quản lý chuỗi cung ứng thực phẩm và logistics,https://tiki.vn/sach-quan-ly-chuoi-cung-ung-thuc-pham-va-logistics-p273744608.html?spid=273744609,0.7235
stu_1a3ea1bfda929f5c,Kinh doanh quốc tế,10,ueh_repository,REPO_UEH_63272,Giải pháp hoàn thiện hoạt động chuỗi cung ứng tại Công ty TNHH Thương mại và Dịch vụ Lâm Thanh,https://digital.lib.ueh.edu.vn/handle/UEH/63272,0.6131
stu_1a5e1e5f965179dc,Kinh doanh số,1,tiki_book,TIKI_149942445,Sức Mạnh Thương Mại Điện Tử - 12 Tháng Kiếm 1 Triệu Đô Bằng Kinh Doanh Online - Bộ Sách Trên Lưng Khổng Tượng,https://tiki.vn/suc-manh-thuong-mai-dien-tu-12-thang-kiem-1-trieu-do-bang-kinh-doanh-online-bo-sach-tren-lung-khong-tuong-p149942445.html?spid=149942446,0.7987
stu_1a5e1e5f965179dc,Kinh doanh số,2,ueh_repository,REPO_UEH_61137,Phân tích trải nghiệm khách hàng trực tuyến trong lĩnh vực khách sạn tiếp cận theo mô hình chủ đề,https://digital.lib.ueh.edu.vn/handle/UEH/61137,0.7975
stu_1a5e1e5f965179dc,Kinh doanh số,3,ueh_repository,REPO_UEH_63432,"Pháp luật về hợp đồng thương mại điện tử của Hoa Kỳ, liên minh Châu Âu kinh nghiệm cho Việt Nam",https://digital.lib.ueh.edu.vn/handle/UEH/63432,0.7876
stu_1a5e1e5f965179dc,Kinh doanh số,4,tiki_book,TIKI_533058,Tài Trợ Tín Dụng Ngân Hàng Cho Các Doanh Nghiệp Nhỏ Và Vừa,https://tiki.vn/sach-tai-tro-tin-dung-ngan-hang-cho-cac-doanh-nghiep-nho-va-vua-p533058.html?spid=89424681,0.7859
stu_1a5e1e5f965179dc,Kinh doanh số,5,tiki_book,TIKI_403211,Bài Tập Và Bài Giải Nghiệp Vụ Ngân Hàng Trung Ương,https://tiki.vn/sach-bai-tap-va-bai-giai-nghiep-vu-ngan-hang-trung-uong-p403211.html?spid=89424670,0.7852
stu_1a5e1e5f965179dc,Kinh doanh số,6,tiki_book,TIKI_248861528,Cẩm Nang Thanh Toán Quốc Tế Và Tài Trợ Ngoại Thương - Dành Cho Cao Học Và NCS ( Tái Bản 2023),https://tiki.vn/cam-nang-thanh-toan-quoc-te-va-tai-tro-ngoai-thuong-danh-cho-cao-hoc-va-ncs-tai-ban-2023-p248861528.html?spid=248861529,0.7726
stu_1a5e1e5f965179dc,Kinh doanh số,7,ueh_repository,REPO_UEH_63554,Các yếu tô ảnh hưởng đến hành vi mua hàng ngẫu hứng trên mạng xã hội,https://digital.lib.ueh.edu.vn/handle/UEH/63554,0.7671
stu_1a5e1e5f965179dc,Kinh doanh số,8,tiki_book,TIKI_279106463,Ngân hàng số - Nguyễn Quang Lộc - TH189,https://tiki.vn/ngan-hang-so-nguyen-quang-loc-th189-p279106463.html?spid=279106464,0.7587
stu_1a5e1e5f965179dc,Kinh doanh số,9,ueh_repository,REPO_UEH_61699,Giải pháp giảm tình trạng nghỉ việc của nhân viên tín dụng Ngân hàng TMCP Quân đội - chi nhánh Tân Tạo,https://digital.lib.ueh.edu.vn/handle/UEH/61699,0.7581
stu_1a5e1e5f965179dc,Kinh doanh số,10,tiki_book,TIKI_177767360,Combo 2Q: Hướng Dẫn Kiếm Tiền Trên TikTok + Cách Để Đạt 1 Triệu Follow Chỉ Trong 30 Ngày (Sách Kinh Doanh/Marketing/Mạng Xã Hội),https://tiki.vn/combo-2q-huong-dan-kiem-tien-tren-tiktok-cach-de-dat-1-trieu-follow-chi-trong-30-ngay-sach-kinh-doanh-marketing-mang-xa-hoi-p177767360.html?spid=177767361,0.758
stu_1a63f905a871d6ff,Luật kinh doanh quốc tế,1,tiki_book,TIKI_277967579,Luật Sở hữu trí tuệ (Hiện hành) - Nhà xuất bản Chính trị quốc gia Sự thật,https://tiki.vn/luat-so-huu-tri-tue-hien-hanh-sua-doi-bo-sung-nam-2009-2019-2022-p277967579.html?spid=273678695,0.7984
stu_1a63f905a871d6ff,Luật kinh doanh quốc tế,2,tiki_book,TIKI_243732948,"Giáo trình Tín dụng và thanh toán thương mại quốc tế (Tái bản lần thứ tư, có sửa chữa bổ sung)",https://tiki.vn/giao-trinh-tin-dung-va-thanh-toan-thuong-mai-quoc-te-tai-ban-lan-thu-tu-co-sua-chua-bo-sung-p243732948.html?spid=243732949,0.7982
stu_1a63f905a871d6ff,Luật kinh doanh quốc tế,3,tiki_book,TIKI_447075,Soạn Thảo Và Dịch Hợp Đồng Thương Mại Quốc Tế (Tái Bản),https://tiki.vn/sach-soan-thao-va-dich-hop-dong-thuong-mai-quoc-te-tai-ban-p447075.html?spid=153807,0.7857
stu_1a63f905a871d6ff,Luật kinh doanh quốc tế,4,ueh_repository,REPO_UEH_63972,Bảo vệ sức khỏe và phát triển thương mại quốc tế qua các tranh luận pháp lý về tính cần thiết và căn cứ khoa học trong biện pháp vệ sinh dịch tễ,https://digital.lib.ueh.edu.vn/handle/UEH/63972,0.7752
stu_1a63f905a871d6ff,Luật kinh doanh quốc tế,5,ueh_repository,REPO_UEH_61661,"Luật sửa đổi bổ sung, một số điều của Luật Sở hữu trí tuệ",https://digital.lib.ueh.edu.vn/handle/UEH/61661,0.7555
stu_1a63f905a871d6ff,Luật kinh doanh quốc tế,6,tiki_book,TIKI_279390334,Giáo trình Luật Đầu tư Quốc tế,https://tiki.vn/giao-trinh-luat-dau-tu-quoc-te-p279390334.html?spid=279390335,0.688
stu_1a63f905a871d6ff,Luật kinh doanh quốc tế,7,tiki_book,TIKI_270847837,Xác Suất Thống Kê (Dùng cho sinh viên các trường Kỹ Thuật và Công Nghệ),https://tiki.vn/xac-suat-thong-ke-dung-cho-sinh-vien-cac-truong-ky-thuat-va-cong-nghe-tai-ban-lan-thu-tu-nam-2023-p270847837.html?spid=270847838,0.666
stu_1a63f905a871d6ff,Luật kinh doanh quốc tế,8,tiki_book,TIKI_190743209,Toán tài chính ứng dụng,https://tiki.vn/toan-tai-chinh-ung-dung-p190743209.html?spid=190743210,0.6533
stu_1a63f905a871d6ff,Luật kinh doanh quốc tế,9,ueh_repository,REPO_UEH_62432,Chuyển đổi báo cáo tài chính từ chuẩn mực kế toán Việt Nam sang chuẩn mực báo cáo tài chính quốc tế - Nghiên cứu tại Công ty Cổ phần Khu công Nnghiệp Nam Tân Uyên,https://digital.lib.ueh.edu.vn/handle/UEH/62432,0.6501
stu_1a63f905a871d6ff,Luật kinh doanh quốc tế,10,tiki_book,TIKI_272581988,Hướng dẫn của Determann về pháp luật bảo vệ dữ liệu cá nhân - Hoạt động tuân thủ của Doanh nghiệp trên phạm vi quốc tế,https://tiki.vn/huong-dan-cua-determann-ve-phap-luat-bao-ve-du-lieu-ca-nhan-hoat-dong-tuan-thu-cua-doanh-nghiep-tren-pham-vi-quoc-te-p272581988.html?spid=272887528,0.6345
stu_1a658067260e2917,Kế toán doanh nghiệp,1,tiki_book,TIKI_278731661,Kế Toán Quản Trị - Managerial Accounting,https://tiki.vn/ke-toan-quan-tri-managerial-accounting-p278731661.html?spid=278731662,0.9406
stu_1a658067260e2917,Kế toán doanh nghiệp,2,tiki_book,TIKI_94851869,"Nghiệp Vụ Dành Cho Kế Toán Kiểm Toán Nội Bộ Chuẩn Mực, Nguyên Tắc Đạo Đức Nghề Nghiệp Và Quy Chế Kiểm Toán Nội Bộ Trong Các Cơ Quan Nhà Nước, Đơn Vị Sự Nghiệp Công Lập Và Doanh Nghiệp",https://tiki.vn/sach-nghiep-vu-danh-cho-ke-toan-kiem-toan-noi-bo-chuan-muc-nguyen-tac-dao-duc-nghe-nghiep-va-quy-che-kiem-toan-noi-bo-trong-cac-co-quan-nha-nuoc-don-vi-su-nghiep-cong-lap-va-doanh-nghiep-p94851869.html?spid=94851870,0.8965
stu_1a658067260e2917,Kế toán doanh nghiệp,3,tiki_book,TIKI_209601948,Thuế Và Kế Toán Thuế 2022 - Áp Dụng Cho Các Doanh nghiệp Việt Nam,https://tiki.vn/thue-va-ke-toan-thue-2022-ap-dung-cho-cac-doanh-nghiep-viet-nam-p209601948.html?spid=209601949,0.8794
stu_1a658067260e2917,Kế toán doanh nghiệp,4,ueh_repository,REPO_UEH_61237,Giải pháp hoàn thiện hoạt động kiểm toán ngân sách địa phương tại Kiểm toán Nhà nước khu vực Đông Nam Bộ,https://digital.lib.ueh.edu.vn/handle/UEH/61237,0.8737
stu_1a658067260e2917,Kế toán doanh nghiệp,5,ueh_repository,REPO_UEH_61472,Hoàn thiện công tác kiểm toán nội bộ trong các Ngân hàng Thương mại Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/61472,0.8483
stu_1a658067260e2917,Kế toán doanh nghiệp,6,ueh_repository,REPO_UEH_62678,Cân đối ngân sách nhà nước trong điều kiện áp dụng Luật Ngân sách Nhà nước năm 2015 – Trường hợp Thành phố Hồ Chí Minh,https://digital.lib.ueh.edu.vn/handle/UEH/62678,0.8462
